Code Officiel du département;Nom Officiel du département;Nom Officiel Commune;Code B.Vote;Inscrits;Abstentions;% Abs/Ins;Votants;% Vot/Ins;Blancs;% Blancs/Ins;% Blancs/Vot;Nuls;% Nuls/Ins;% Nuls/Vot;Exprimés;% Exp/Ins;% Exp/Vot;N.Pan.;Code Nuance;Sexe;Nom;Prénom;Liste;Voix;% Voix/Ins;% Voix/Exp;Nom Prénom;Code Officiel Commune;Localisation;Nom du bureau;Code Officiel Région;Nom Officiel Région;Code Iso 3166-3 Zone
34;Hérault;Montpellier;0053;1064;718;67,48;346;32,52;9;0,85;2,60;3;0,28;0,87;334;31,39;96,53;1;LDVG;M;SAUREL;Philippe;MONTPELLIER LA CITOYENNE;95;8,93;28,44;SAUREL Philippe;34172;43.600178, 3.869358;ECOLE ELEMENTAIRE MARIE CURIE;76;Occitanie;FXX
34;Hérault;Marsillargues;0002;1137;572;50,31;565;49,69;6;0,53;1,06;17;1,50;3,01;542;47,67;95,93;4;LDIV;M;SPEZIALE;Patrice;L'AVENIR AVEC VOUS;259;22,78;47,79;SPEZIALE Patrice;34151;43.636547, 4.168752;Orangerie du Chateau;76;Occitanie;FXX
34;Hérault;Montpellier;0079;879;532;60,52;347;39,48;9;1,02;2,59;4;0,46;1,15;334;38,00;96,25;1;LDVG;M;SAUREL;Philippe;MONTPELLIER LA CITOYENNE;134;15,24;40,12;SAUREL Philippe;34172;43.599762, 3.854728;ECOLE ELEM.WINSTON CHURCHILL;76;Occitanie;FXX
34;Hérault;Prades-le-Lez;0001;1073;471;43,90;602;56,10;7;0,65;1,16;7;0,65;1,16;588;54,80;97,67;4;LECO;F;BRAU;Florence;ENERGIE NOUVELLE POUR PRADES LE LEZ;316;29,45;53,74;BRAU Florence;34217;43.697414, 3.864707;SALLE DU CONSEIL MUNICIPAL;76;Occitanie;FXX
34;Hérault;Montpellier;0102;1084;807;74,45;277;25,55;6;0,55;2,17;3;0,28;1,08;268;24,72;96,75;3;LDIV;M;ALTRAD;Mohed;COEUR ECOLOGIE DEMOCRATIE;47;4,34;17,54;ALTRAD Mohed;34172;43.616449, 3.862198;ECOLE ELEMENT.BERTHE MORISOT;76;Occitanie;FXX
34;Hérault;Sète;0004;899;404;44,94;495;55,06;5;0,56;1,01;11;1,22;2,22;479;53,28;96,77;7;LDVD;M;COMMEINHES;François;Liste de rassemblement Républicain : Sète comme au premier jour;162;18,02;33,82;COMMEINHES François;34301;43.407114, 3.686958;RESTAURANT SCOLAIRE PAUL BERT I;76;Occitanie;FXX
34;Hérault;Lunel;0003;1107;638;57,63;469;42,37;5;0,45;1,07;3;0,27;0,64;461;41,64;98,29;1;LRN;F;PLANE;Julia;LUNEL SE RASSEMBLE;86;7,77;18,66;PLANE Julia;34145;43.676045, 4.129694;CENTRE DE LOISIRS LE LAVOIR;76;Occitanie;FXX
34;Hérault;Montpellier;0050;910;657;72,20;253;27,80;8;0,88;3,16;0;0,00;0,00;245;26,92;96,84;4;LUG;M;DELAFOSSE;Michaël;MONTPELLIER UNIE;107;11,76;43,67;DELAFOSSE Michaël;34172;43.591088, 3.887045;ECOLE MATERNELLE JEAN COCTEAU;76;Occitanie;FXX
34;Hérault;Montpellier;0114;1347;1002;74,39;345;25,61;9;0,67;2,61;1;0,07;0,29;335;24,87;97,10;4;LUG;M;DELAFOSSE;Michaël;MONTPELLIER UNIE;139;10,32;41,49;DELAFOSSE Michaël;34172;43.634133, 3.83082;ECOLE MATERNELLE M. YOURCENAR;76;Occitanie;FXX
34;Hérault;Agde;0015;1115;515;46,19;600;53,81;4;0,36;0,67;6;0,54;1,00;590;52,91;98,33;2;LRN;M;COUSIN;Jean Louis;RASSEMBLEMENT AGATHOIS;52;4,66;8,81;COUSIN Jean Louis;34003;43.306245, 3.485402;CRECHE LOUISE MICHEL;76;Occitanie;FXX
34;Hérault;Montpellier;0086;1251;861;68,82;390;31,18;9;0,72;2,31;5;0,40;1,28;376;30,06;96,41;4;LUG;M;DELAFOSSE;Michaël;MONTPELLIER UNIE;200;15,99;53,19;DELAFOSSE Michaël;34172;43.612888, 3.830471;MAISON POUR TOUS MARIE CURIE;76;Occitanie;FXX
34;Hérault;Agde;0024;1178;648;55,01;530;44,99;9;0,76;1,70;11;0,93;2,08;510;43,29;96,23;2;LRN;M;COUSIN;Jean Louis;RASSEMBLEMENT AGATHOIS;43;3,65;8,43;COUSIN Jean Louis;34003;43.307252, 3.476775;ECOLE MATERNELLE ALBERT CAMUS;76;Occitanie;FXX
34;Hérault;Candillargues;0001;1519;342;22,51;1177;77,49;9;0,59;0,76;8;0,53;0,68;1160;76,37;98,56;1;LNC;M;MONESTIER;Alain;VIVONS CANDILLARGUES;543;35,75;46,81;MONESTIER Alain;34050;43.620361, 4.068354;MAIRIE DE CANDILLARGUES;76;Occitanie;FXX
34;Hérault;Montpellier;0080;1283;779;60,72;504;39,28;6;0,47;1,19;9;0,70;1,79;489;38,11;97,02;4;LUG;M;DELAFOSSE;Michaël;MONTPELLIER UNIE;209;16,29;42,74;DELAFOSSE Michaël;34172;43.599762, 3.854728;ECOLE ELEM.WINSTON CHURCHILL;76;Occitanie;FXX
34;Hérault;Frontignan;0006;1115;532;47,71;583;52,29;11;0,99;1,89;11;0,99;1,89;561;50,31;96,23;4;LDVG;M;ARROUY;Michel;passion Frontignan la Peyrade;379;33,99;67,56;ARROUY Michel;34108;43.455865, 3.757977;06 - Groupe scolaire des Crozes;76;Occitanie;FXX
34;Hérault;Saint-André-de-Sangonis;0001;1501;825;54,96;676;45,04;11;0,73;1,63;17;1,13;2,51;648;43,17;95,86;4;LDIV;M;GARRO;René;Saint André J'aime;263;17,52;40,59;GARRO René;34239;43.650774, 3.507577;Salle Polyvalente;76;Occitanie;FXX
34;Hérault;Montpellier;0035;1155;796;68,92;359;31,08;13;1,13;3,62;2;0,17;0,56;344;29,78;95,82;4;LUG;M;DELAFOSSE;Michaël;MONTPELLIER UNIE;140;12,12;40,70;DELAFOSSE Michaël;34172;43.618702, 3.898425;ECOLE ELEMENTAIRE JEAN ZAY;76;Occitanie;FXX
34;Hérault;Frontignan;0011;1100;639;58,09;461;41,91;6;0,55;1,30;4;0,36;0,87;451;41,00;97,83;1;LRN;M;PRATO;Gérard;AGIR POUR FRONTIGNAN LA PEYRADE;201;18,27;44,57;PRATO Gérard;34108;43.447076, 3.747943;11 - Groupe scolaire des Terres-Blanches;76;Occitanie;FXX
34;Hérault;Rosis;0001;274;117;42,70;157;57,30;17;6,20;10,83;13;4,74;8,28;127;46,35;80,89;12;NC;F;BOURDON;Aurélie;;0;0,00;0,00;BOURDON Aurélie;34235;43.642614, 3.027909;MAIRIE;76;Occitanie;FXX
34;Hérault;Sète;0002;1046;511;48,85;535;51,15;12;1,15;2,24;6;0,57;1,12;517;49,43;96,64;4;LUG;F;CALUEBA;Véronique;ENSEMBLE POUR SÈTE!;278;26,58;53,77;CALUEBA Véronique;34301;43.407114, 3.686958;MEDIATHEQUE FRANCOIS MITTERRAND I;76;Occitanie;FXX
34;Hérault;Montpellier;0088;693;513;74,03;180;25,97;7;1,01;3,89;0;0,00;0,00;173;24,96;96,11;3;LDIV;M;ALTRAD;Mohed;COEUR ECOLOGIE DEMOCRATIE;37;5,34;21,39;ALTRAD Mohed;34172;43.623311, 3.81757;ECOLE ELEMENT.SIMON BOLIVAR;76;Occitanie;FXX
34;Hérault;Agde;0004;982;546;55,60;436;44,40;9;0,92;2,06;7;0,71;1,61;420;42,77;96,33;3;LDVC;M;NADAL;Thierry;AGDE, JUSTE, VERTE, SÛRE;207;21,08;49,29;NADAL Thierry;34003;43.311605, 3.474872;ECOLE ANATOLE FRANCE;76;Occitanie;FXX
34;Hérault;Sète;0014;996;447;44,88;549;55,12;7;0,70;1,28;5;0,50;0,91;537;53,92;97,81;4;LUG;F;CALUEBA;Véronique;ENSEMBLE POUR SÈTE!;183;18,37;34,08;CALUEBA Véronique;34301;43.396208, 3.669161;ECOLE LANGEVIN III (Maternelle);76;Occitanie;FXX
34;Hérault;Bédarieux;0001;817;329;40,27;488;59,73;3;0,37;0,61;10;1,22;2,05;475;58,14;97,34;2;LECO;F;CAUSSE;Florence;BED@IMPULSION;38;4,65;8,00;CAUSSE Florence;34028;43.616, 3.160387;Mairie;76;Occitanie;FXX
34;Hérault;Montpellier;0060;1513;1046;69,13;467;30,87;19;1,26;4,07;12;0,79;2,57;436;28,82;93,36;4;LUG;M;DELAFOSSE;Michaël;MONTPELLIER UNIE;195;12,89;44,72;DELAFOSSE Michaël;34172;43.595438, 3.863407;ECOLE ELEMENTAIRE VOLTAIRE;76;Occitanie;FXX
34;Hérault;Montpellier;0096;945;620;65,61;325;34,39;3;0,32;0,92;7;0,74;2,15;315;33,33;96,92;3;LDIV;M;ALTRAD;Mohed;COEUR ECOLOGIE DEMOCRATIE;44;4,66;13,97;ALTRAD Mohed;34172;43.633838, 3.817125;ECOLE ELEMENTAIRE MARC BLOCH;76;Occitanie;FXX
34;Hérault;Sète;0016;1187;567;47,77;620;52,23;4;0,34;0,65;4;0,34;0,65;612;51,56;98,71;2;LDVD;M;PACULL;Sébastien;UNION DES DROITES ET DES CITOYENS;60;5,05;9,80;PACULL Sébastien;34301;43.406466, 3.692101;ECOLE ARAGO II;76;Occitanie;FXX
34;Hérault;Villeneuve-lès-Béziers;0002;827;315;38,09;512;61,91;20;2,42;3,91;0;0,00;0,00;492;59,49;96,09;2;LDVD;M;MARC;Jean-Pierre;CHOISIR NOTRE VILLE;122;14,75;24,80;MARC Jean-Pierre;34336;43.315288, 3.286289;ECOLE PRIMAIRE GEORGES BRASSENS;76;Occitanie;FXX
34;Hérault;Saint-Jean-de-Védas;0001;936;449;47,97;487;52,03;7;0,75;1,44;6;0,64;1,23;474;50,64;97,33;2;LDVC;F;GUIRAUD;Isabelle;L'AVENIR NOUS RASSEMBLE;173;18,48;36,50;GUIRAUD Isabelle;34270;43.574601, 3.831098;SALLE DES GRANGES;76;Occitanie;FXX
34;Hérault;Murles;0001;311;44;14,15;267;85,85;2;0,64;0,75;2;0,64;0,75;263;84,57;98,50;30;NC;F;BACH;Christel;;0;0,00;0,00;BACH Christel;34177;43.688874, 3.745781;Salle Coquin;76;Occitanie;FXX
34;Hérault;Saint-Jean-de-Minervois;0002;40;23;57,50;17;42,50;5;12,50;29,41;0;0,00;0,00;12;30,00;70,59;3;NC;M;CHALOT;Guy;;0;0,00;0,00;CHALOT Guy;34269;43.388095, 2.831728;Ancienne Ecole;76;Occitanie;FXX
34;Hérault;Bédarieux;0002;644;267;41,46;377;58,54;5;0,78;1,33;1;0,16;0,27;371;57,61;98,41;1;LDVG;M;ESTIMBRE;Dimitri;BÉDARIEUX LA CITOYENNE;180;27,95;48,52;ESTIMBRE Dimitri;34028;43.615413, 3.158037;Salle Achille BEX;76;Occitanie;FXX
34;Hérault;Lacoste;0001;243;65;26,75;178;73,25;2;0,82;1,12;2;0,82;1,12;174;71,60;97,75;9;NC;M;MIALON;Didier;;0;0,00;0,00;MIALON Didier;34124;45.054024, 1.149164;MAIRIE;76;Occitanie;FXX
34;Hérault;Soubès;0001;685;188;27,45;497;72,55;6;0,88;1,21;5;0,73;1,01;486;70,95;97,79;6;NC;F;VIALA;Mireille;;247;36,06;50,82;VIALA Mireille;34304;43.767076, 3.346356;MAIRIE (Rez de Chaussee);76;Occitanie;FXX
34;Hérault;Castelnau-le-Lez;0010;1196;785;65,64;411;34,36;8;0,67;1,95;5;0,42;1,22;398;33,28;96,84;2;LDVG;F;BORNE;Mathilde;Ensemble pour Castelnau;196;16,39;49,25;BORNE Mathilde;34057;43.641992, 3.922809;ECOLE LES PETITS PRINCES;76;Occitanie;FXX
34;Hérault;Rosis;0001;274;117;42,70;157;57,30;17;6,20;10,83;13;4,74;8,28;127;46,35;80,89;4;NC;M;BONNEL;Patrick;;0;0,00;0,00;BONNEL Patrick;34235;43.642614, 3.027909;MAIRIE;76;Occitanie;FXX
34;Hérault;Saint-Jean-de-Védas;0006;907;344;37,93;563;62,07;11;1,21;1,95;4;0,44;0,71;548;60,42;97,34;4;LDVG;M;RIO;François;ÉCRIVONS ENSEMBLE L'AVENIR !;292;32,19;53,28;RIO François;34270;43.574601, 3.831098;GROUPE SCOLAIRE RENE CASSIN;76;Occitanie;FXX
34;Hérault;Sète;0028;929;498;53,61;431;46,39;4;0,43;0,93;8;0,86;1,86;419;45,10;97,22;4;LUG;F;CALUEBA;Véronique;ENSEMBLE POUR SÈTE!;184;19,81;43,91;CALUEBA Véronique;34301;43.408478, 3.68223;SALLE VICTOR MEYER - LA PIERRERIE;76;Occitanie;FXX
34;Hérault;Agde;0001;1274;604;47,41;670;52,59;8;0,63;1,19;11;0,86;1,64;651;51,10;97,16;2;LRN;M;COUSIN;Jean Louis;RASSEMBLEMENT AGATHOIS;46;3,61;7,07;COUSIN Jean Louis;34003;43.303751, 3.486897;HOTEL DE VILLE MIRABEL;76;Occitanie;FXX
34;Hérault;Bédarieux;0003;1069;419;39,20;650;60,80;4;0,37;0,62;4;0,37;0,62;642;60,06;98,77;1;LDVG;M;ESTIMBRE;Dimitri;BÉDARIEUX LA CITOYENNE;209;19,55;32,55;ESTIMBRE Dimitri;34028;43.617661, 3.15498;Maison des Arts;76;Occitanie;FXX
34;Hérault;Saint-Jean-de-Minervois;0002;40;23;57,50;17;42,50;5;12,50;29,41;0;0,00;0,00;12;30,00;70,59;10;NC;F;CAYRE;Martine;;0;0,00;0,00;CAYRE Martine;34269;43.388095, 2.831728;Ancienne Ecole;76;Occitanie;FXX
34;Hérault;Clermont-l'Hérault;0001;922;522;56,62;400;43,38;5;0,54;1,25;5;0,54;1,25;390;42,30;97,50;3;LDVG;F;PASSIEUX;Marie;Clermontais.es une équipe à vos côtés;115;12,47;29,49;PASSIEUX Marie;34079;43.630085, 3.429377;1 - MAIRIE - 34800 CLERMONT-L'HERAULT;76;Occitanie;FXX
34;Hérault;Montpellier;0043;1480;967;65,34;513;34,66;11;0,74;2,14;2;0,14;0,39;500;33,78;97,47;4;LUG;M;DELAFOSSE;Michaël;MONTPELLIER UNIE;276;18,65;55,20;DELAFOSSE Michaël;34172;43.603823, 3.881472;ECOLE ELEMENTAIRE VICTOR HUGO;76;Occitanie;FXX
34;Hérault;Castelnau-le-Lez;0013;854;544;63,70;310;36,30;6;0,70;1,94;2;0,23;0,65;302;35,36;97,42;3;LDVC;M;LAFFORGUE;Frédéric;POUR REUNIR POUR REUSSIR FREDERIC LAFFORGUE;138;16,16;45,70;LAFFORGUE Frédéric;34057;43.625324, 3.906184;MAISON DE PROXIMITES MAS DE ROCHET;76;Occitanie;FXX
34;Hérault;Cournonterral;0001;1173;479;40,84;694;59,16;6;0,51;0,86;7;0,60;1,01;681;58,06;98,13;3;LDIV;M;ARS;William;COURNON'AVENIR;426;36,32;62,56;ARS William;34088;43.556416, 3.720804;CANTINE CALANDRETTE;76;Occitanie;FXX
34;Hérault;Montpellier;0131;1631;1038;63,64;593;36,36;18;1,10;3,04;5;0,31;0,84;570;34,95;96,12;1;LDVG;M;SAUREL;Philippe;MONTPELLIER LA CITOYENNE;193;11,83;33,86;SAUREL Philippe;34172;43.610476, 3.87048;ECOLE PRIMAIRE F. MITTERRAND;76;Occitanie;FXX
34;Hérault;Lunel;0001;1231;702;57,03;529;42,97;9;0,73;1,70;3;0,24;0,57;517;42,00;97,73;5;LDIV;M;SOUJOL;Pierre;MON PARTI C'EST LUNEL;241;19,58;46,62;SOUJOL Pierre;34145;43.6789, 4.132552;HOTEL DE VILLE;76;Occitanie;FXX
34;Hérault;Vacquières;0001;533;262;49,16;271;50,84;1;0,19;0,37;1;0,19;0,37;269;50,47;99,26;21;NC;F;ZOUROUDIS;Hélène;;131;24,58;48,70;ZOUROUDIS Hélène;34318;43.673195, 3.478175;Bureau unique;76;Occitanie;FXX
34;Hérault;Agde;0006;1059;567;53,54;492;46,46;8;0,76;1,63;9;0,85;1,83;475;44,85;96,54;5;LLR;M;D'ETTORE;Gilles;L'UNION AGATHOISE AVEC GILLES D'ETTORE;227;21,44;47,79;D'ETTORE Gilles;34003;43.312933, 3.469037;MAISON DU COEUR DE VILLE;76;Occitanie;FXX
34;Hérault;Cournonterral;0002;1359;634;46,65;725;53,35;14;1,03;1,93;7;0,52;0,97;704;51,80;97,10;1;LDVG;M;BREYSSE;Thierry;s'unir  pour COURNONTERRAL;297;21,85;42,19;BREYSSE Thierry;34088;43.556416, 3.720804;ECOLE MATERNELLE;76;Occitanie;FXX
34;Hérault;Montpellier;0093;1098;856;77,96;242;22,04;3;0,27;1,24;3;0,27;1,24;236;21,49;97,52;3;LDIV;M;ALTRAD;Mohed;COEUR ECOLOGIE DEMOCRATIE;38;3,46;16,10;ALTRAD Mohed;34172;43.628094, 3.817721;ECOLE MATERNELLE JAMES JOYCE;76;Occitanie;FXX
34;Hérault;Sète;0013;1001;445;44,46;556;55,54;7;0,70;1,26;13;1,30;2,34;536;53,55;96,40;7;LDVD;M;COMMEINHES;François;Liste de rassemblement Républicain : Sète comme au premier jour;267;26,67;49,81;COMMEINHES François;34301;43.407114, 3.686958;GYMNASE PAUL DI STEFANO;76;Occitanie;FXX
34;Hérault;Graissessac;0001;501;86;17,17;415;82,83;2;0,40;0,48;9;1,80;2,17;404;80,64;97,35;14;NC;F;NAVARD NÉE MONTELS;Christiane;;226;45,11;55,94;NAVARD NÉE MONTELS Christiane;34117;43.676779, 3.094974;SALLE JEAN MOULIN;76;Occitanie;FXX
34;Hérault;Vacquières;0001;533;262;49,16;271;50,84;1;0,19;0,37;1;0,19;0,37;269;50,47;99,26;23;NC;M;MOGET;Volny;;0;0,00;0,00;MOGET Volny;34318;43.673195, 3.478175;Bureau unique;76;Occitanie;FXX
34;Hérault;Montpellier;0041;1523;983;64,54;540;35,46;10;0,66;1,85;16;1,05;2,96;514;33,75;95,19;1;LDVG;M;SAUREL;Philippe;MONTPELLIER LA CITOYENNE;155;10,18;30,16;SAUREL Philippe;34172;43.604919, 3.885781;ECOLE ELEMENTAIRE JULES SIMON;76;Occitanie;FXX
34;Hérault;Viols-le-Fort;0001;1020;409;40,10;611;59,90;19;1,86;3,11;15;1,47;2,45;577;56,57;94,44;1;LNC;M;SINTES;Alexandre;HUMAIN ET ECOLOGISTE;240;23,53;41,59;SINTES Alexandre;34343;43.74514, 3.701565;Bureau N° 1 Salle Polyvalente;76;Occitanie;FXX
34;Hérault;Azillanet;0001;342;107;31,29;235;68,71;3;0,88;1,28;3;0,88;1,28;229;66,96;97,45;11;NC;F;BARON;Françoise;;134;39,18;58,52;BARON Françoise;34020;43.322713, 2.737235;MAIRIE;76;Occitanie;FXX
34;Hérault;Magalas;0001;1307;567;43,38;740;56,62;6;0,46;0,81;2;0,15;0,27;732;56,01;98,92;1;LNC;M;FABRE;Jérôme;VERS 1 NOUVEL AVENIR;186;14,23;25,41;FABRE Jérôme;34147;43.471743, 3.223107;Bureau n° 1;76;Occitanie;FXX
34;Hérault;Montpellier;0038;858;531;61,89;327;38,11;6;0,70;1,83;2;0,23;0,61;319;37,18;97,55;4;LUG;M;DELAFOSSE;Michaël;MONTPELLIER UNIE;110;12,82;34,48;DELAFOSSE Michaël;34172;43.610343, 3.89858;ECOLE ELEMENT. PAUL PAINLEVE;76;Occitanie;FXX
34;Hérault;Lodève;0003;982;365;37,17;617;62,83;22;2,24;3,57;12;1,22;1,94;583;59,37;94,49;4;LEXD;M;MAURIN;Gérard;Le Rassemblement pour Lodève;41;4,18;7,03;MAURIN Gérard;34142;43.732419, 3.317238;SALLE DES RECEPTIONS;76;Occitanie;FXX
34;Hérault;Saint-Nazaire-de-Ladarez;0001;288;41;14,24;247;85,76;4;1,39;1,62;3;1,04;1,21;240;83,33;97,17;12;NC;F;KARLSSON;Outi;;135;46,88;56,25;KARLSSON Outi;34279;43.510442, 3.075605;Mairie;76;Occitanie;FXX
34;Hérault;Agde;0022;793;377;47,54;416;52,46;1;0,13;0,24;8;1,01;1,92;407;51,32;97,84;5;LLR;M;D'ETTORE;Gilles;L'UNION AGATHOISE AVEC GILLES D'ETTORE;198;24,97;48,65;D'ETTORE Gilles;34003;43.311691, 3.486681;ECOLE JACQUES PREVERT;76;Occitanie;FXX
34;Hérault;Sète;0011;1075;466;43,35;609;56,65;8;0,74;1,31;6;0,56;0,99;595;55,35;97,70;4;LUG;F;CALUEBA;Véronique;ENSEMBLE POUR SÈTE!;214;19,91;35,97;CALUEBA Véronique;34301;43.407114, 3.686958;RESTAURANT SCOLAIRE PAUL BERT II;76;Occitanie;FXX
34;Hérault;Montferrier-sur-Lez;0001;1162;597;51,38;565;48,62;10;0,86;1,77;6;0,52;1,06;549;47,25;97,17;3;LDVD;F;DEVOISSELLE;Brigitte;AVEC VOUS POUR MONTFERRIER;288;24,78;52,46;DEVOISSELLE Brigitte;34169;43.665263, 3.857232;MAIRIE;76;Occitanie;FXX
34;Hérault;Cabrerolles;0001;315;30;9,52;285;90,48;0;0,00;0,00;2;0,63;0,70;283;89,84;99,30;19;NC;F;VIGUIER;Kathia;;125;39,68;44,17;VIGUIER Kathia;34044;;;76;Occitanie;FXX
34;Hérault;Montpellier;0021;1513;950;62,79;563;37,21;14;0,93;2,49;3;0,20;0,53;546;36,09;96,98;3;LDIV;M;ALTRAD;Mohed;COEUR ECOLOGIE DEMOCRATIE;91;6,01;16,67;ALTRAD Mohed;34172;43.608964, 3.88896;ECOLE ELEMENTAIRE PERICLES;76;Occitanie;FXX
34;Hérault;Graissessac;0001;501;86;17,17;415;82,83;2;0,40;0,48;9;1,80;2,17;404;80,64;97,35;29;NC;F;FERREIRA PEREIRA;Maria;;0;0,00;0,00;FERREIRA PEREIRA Maria;34117;43.676779, 3.094974;SALLE JEAN MOULIN;76;Occitanie;FXX
34;Hérault;Riols;0001;696;176;25,29;520;74,71;1;0,14;0,19;0;0,00;0,00;519;74,57;99,81;14;NC;M;ARROUCHE;Daniel;;0;0,00;0,00;ARROUCHE Daniel;34229;43.506401, 2.795077;MAIRIE;76;Occitanie;FXX
34;Hérault;Graissessac;0001;501;86;17,17;415;82,83;2;0,40;0,48;9;1,80;2,17;404;80,64;97,35;7;NC;M;DANTONI;Alain;;225;44,91;55,69;DANTONI Alain;34117;43.676779, 3.094974;SALLE JEAN MOULIN;76;Occitanie;FXX
34;Hérault;Murles;0001;311;44;14,15;267;85,85;2;0,64;0,75;2;0,64;0,75;263;84,57;98,50;26;NC;M;DAURIEUX;Gautier;;0;0,00;0,00;DAURIEUX Gautier;34177;43.688874, 3.745781;Salle Coquin;76;Occitanie;FXX
34;Hérault;Villemagne-l'Argentière;0001;393;62;15,78;331;84,22;4;1,02;1,21;5;1,27;1,51;322;81,93;97,28;9;NC;F;NOUGARET;Christine;;0;0,00;0,00;NOUGARET Christine;34335;43.618847, 3.119314;SALLE POLYVALENTE;76;Occitanie;FXX
34;Hérault;Saint-Jean-de-Védas;0006;907;344;37,93;563;62,07;11;1,21;1,95;4;0,44;0,71;548;60,42;97,34;2;LDVC;F;GUIRAUD;Isabelle;L'AVENIR NOUS RASSEMBLE;202;22,27;36,86;GUIRAUD Isabelle;34270;43.574601, 3.831098;GROUPE SCOLAIRE RENE CASSIN;76;Occitanie;FXX
34;Hérault;Lunel;0006;1083;594;54,85;489;45,15;5;0,46;1,02;10;0,92;2,04;474;43,77;96,93;2;LDVD;M;ARNAUD;Claude;BIEN VIVRE À LUNEL;177;16,34;37,34;ARNAUD Claude;34145;43.67095, 4.126253;ECOLE MARIO ROUSTAN;76;Occitanie;FXX
34;Hérault;Sète;0018;1183;559;47,25;624;52,75;7;0,59;1,12;7;0,59;1,12;610;51,56;97,76;4;LUG;F;CALUEBA;Véronique;ENSEMBLE POUR SÈTE!;260;21,98;42,62;CALUEBA Véronique;34301;43.410007, 3.674174;ECOLE AGNES VARDA I;76;Occitanie;FXX
34;Hérault;Lunel;0016;1216;706;58,06;510;41,94;5;0,41;0,98;8;0,66;1,57;497;40,87;97,45;5;LDIV;M;SOUJOL;Pierre;MON PARTI C'EST LUNEL;240;19,74;48,29;SOUJOL Pierre;34145;43.688161, 4.124309;ECOLE CAMILLE CLAUDEL;76;Occitanie;FXX
34;Hérault;Cournonterral;0003;1329;564;42,44;765;57,56;9;0,68;1,18;25;1,88;3,27;731;55,00;95,56;1;LDVG;M;BREYSSE;Thierry;s'unir  pour COURNONTERRAL;335;25,21;45,83;BREYSSE Thierry;34088;43.555685, 3.721427;ECOLE GEORGES BASTIDE;76;Occitanie;FXX
34;Hérault;Montpellier;0039;1423;986;69,29;437;30,71;19;1,34;4,35;4;0,28;0,92;414;29,09;94,74;4;LUG;M;DELAFOSSE;Michaël;MONTPELLIER UNIE;205;14,41;49,52;DELAFOSSE Michaël;34172;43.604536, 3.894354;ECOLE ELEMENTAIRE JEAN JAURES;76;Occitanie;FXX
34;Hérault;Agde;0018;912;397;43,53;515;56,47;8;0,88;1,55;3;0,33;0,58;504;55,26;97,86;2;LRN;M;COUSIN;Jean Louis;RASSEMBLEMENT AGATHOIS;47;5,15;9,33;COUSIN Jean Louis;34003;43.295156, 3.479813;GROUPE SCOLAIRE DU LITTORAL (ELEMENTAIRE 1);76;Occitanie;FXX
34;Hérault;La Livinière;0001;418;173;41,39;245;58,61;4;0,96;1,63;8;1,91;3,27;233;55,74;95,10;25;NC;F;MALHERBE;Elodie;;0;0,00;0,00;MALHERBE Elodie;34141;43.315295, 2.637422;MAIRIE DE LA LIVINIERE;76;Occitanie;FXX
34;Hérault;Montpellier;0112;1313;811;61,77;502;38,23;8;0,61;1,59;10;0,76;1,99;484;36,86;96,41;4;LUG;M;DELAFOSSE;Michaël;MONTPELLIER UNIE;232;17,67;47,93;DELAFOSSE Michaël;34172;43.588541, 3.864754;ECOLE MAT.ALIENOR D'AQUITAINE;76;Occitanie;FXX
34;Hérault;Frontignan;0010;946;539;56,98;407;43,02;7;0,74;1,72;6;0,63;1,47;394;41,65;96,81;1;LRN;M;PRATO;Gérard;AGIR POUR FRONTIGNAN LA PEYRADE;138;14,59;35,03;PRATO Gérard;34108;43.453047, 3.750515;10 - Collège Les deux pins;76;Occitanie;FXX
34;Hérault;Saint-André-de-Sangonis;0002;1283;646;50,35;637;49,65;21;1,64;3,30;14;1,09;2,20;602;46,92;94,51;5;LDIV;M;GABAUDAN;Jean-Pierre;Saint André de Sangonis, Notre Priorité;270;21,04;44,85;GABAUDAN Jean-Pierre;34239;43.650774, 3.507577;Foyer du 3 ème âge;76;Occitanie;FXX
34;Hérault;Sète;0007;1154;479;41,51;675;58,49;9;0,78;1,33;11;0,95;1,63;655;56,76;97,04;4;LUG;F;CALUEBA;Véronique;ENSEMBLE POUR SÈTE!;238;20,62;36,34;CALUEBA Véronique;34301;43.407114, 3.686958;GYMNASE VINCENT FERRARI I;76;Occitanie;FXX
34;Hérault;Villeneuve-lès-Maguelone;0006;940;392;41,70;548;58,30;11;1,17;2,01;9;0,96;1,64;528;56,17;96,35;3;LDVG;M;SEGURA;Noël;VILLENEUVE, L'AVENIR AVEC VOUS;256;27,23;48,48;SEGURA Noël;34337;43.527938, 3.861519;BERENGER DE FREDOL 6;76;Occitanie;FXX
34;Hérault;Montpellier;0025;1667;1042;62,51;625;37,49;21;1,26;3,36;7;0,42;1,12;597;35,81;95,52;3;LDIV;M;ALTRAD;Mohed;COEUR ECOLOGIE DEMOCRATIE;135;8,10;22,61;ALTRAD Mohed;34172;43.617285, 3.884044;ECOLE ELEMENTAIRE JULES VERNE;76;Occitanie;FXX
